,1,0.5,0.2
1867,4-5,4.0-4.4,4.2-4.3
1868,4-5,4.0-4.4,4.0-4.1
1869,4-5,4.5-4.9,4.6-4.7
1870,4-5,4.0-4.4,4.4-4.5
1871,4-5,4.0-4.4,4.2-4.3
1872,3-4,3.5-3.9,3.6-3.7
1873,4-5,4.0-4.4,4.4-4.5
1874,4-5,4.0-4.4,4.0-4.1
1875,4-5,4.0-4.4,4.4-4.5
1876,4-5,4.5-5.0,4.8-5.0
1877,4-5,4.0-4.4,4.4-4.5
1878,4-5,4.0-4.4,4.0-4.1
1879,4-5,4.0-4.4,4.2-4.3
1880,3-4,3.0-3.4,3.0-3.1
1881,4-5,4.0-4.4,4.0-4.1
1882,3-4,3.0-3.4,3.0-3.1
1883,4-5,4.0-4.4,4.4-4.5
1884,4-5,4.0-4.4,4.2-4.3
1885,3-4,3.5-3.9,3.6-3.7
1886,4-5,4.5-4.9,4.4-4.5
1887,4-5,4.0-4.4,4.0-4.1
1888,4-5,4.0-4.4,4.4-4.5
1889,4-5,4.0-4.4,4.0-4.1
1890,3-4,3.0-3.4,3.0-3.1
1891,4-5,4.5-4.9,4.4-4.5
1892,3-4,3.0-3.4,3.0-3.1
1893,4-5,4.5-4.9,4.4-4.5
1894,3-4,3.5-3.9,3.6-3.7
1895,4-5,4.0-4.4,4.2-4.3
1896,3-4,3.5-3.9,3.6-3.7
1897,4-5,4.5-4.9,4.4-4.5
1898,4-5,4.0-4.4,4.2-4.3
1899,4-5,4.5-4.9,4.4-4.5
1900,3-4,3.0-3.4,3.2-3.3
1901,4-5,4.5-4.9,4.4-4.5
1902,3-4,3.5-3.9,3.6-3.7
1903,4-5,4.5-4.9,4.4-4.5
1904,3-4,3.5-3.9,3.8-3.9
1905,4-5,4.5-4.9,4.4-4.5
1906,4-5,4.5-4.9,4.4-4.5
1907,3-4,3.0-3.4,3.2-3.3
1908,4-5,4.0-4.4,4.0-4.1
1909,4-5,4.0-4.4,4.2-4.3
1910,4-5,4.0-4.4,4.4-4.5
1911,4-5,4.0-4.4,4.0-4.1
1912,3-4,3.0-3.4,3.2-3.3
1913,4-5,4.5-4.9,4.4-4.5
1914,4-5,4.5-4.9,4.4-4.5
1915,4-5,4.0-4.4,4.4-4.5
1916,4-5,4.0-4.4,4.4-4.5
1917,3-4,3.5-3.9,3.8-3.9
1918,4-5,4.5-4.9,4.4-4.5
1919,4-5,4.0-4.4,4.2-4.3
1920,4-5,4.0-4.4,4.4-4.5
1921,3-4,3.5-3.9,3.4-3.5
1922,4-5,4.0-4.4,4.2-4.3
1923,4-5,4.0-4.4,4.2-4.3
1924,4-5,4.0-4.4,4.2-4.3
1925,4-5,4.5-4.9,4.4-4.5
1926,3-4,3.5-3.9,3.6-3.7
1927,4-5,4.0-4.4,4.2-4.3
1928,4-5,4.5-4.9,4.6-4.7
1929,4-5,4.0-4.4,4.4-4.5
1930,4-5,4.0-4.4,4.4-4.5
1931,4-5,4.0-4.4,4.4-4.5
1932,4-5,4.0-4.4,4.0-4.1
1933,4-5,4.0-4.4,4.2-4.3
1934,4-5,4.0-4.4,4.4-4.5
1935,4-5,4.5-5.0,4.8-5.0
1936,4-5,4.0-4.4,4.0-4.1
1937,4-5,4.5-4.9,4.4-4.5
1938,4-5,4.0-4.4,4.4-4.5
1939,3-4,3.0-3.4,3.2-3.3
1940,4-5,4.5-4.9,4.4-4.5
1941,3-4,3.5-3.9,3.6-3.7
1942,4-5,4.5-4.9,4.4-4.5
1943,4-5,4.0-4.4,4.2-4.3
1944,4-5,4.0-4.4,4.2-4.3
1945,4-5,4.0-4.4,4.0-4.1
1946,4-5,4.5-5.0,4.8-5.0
1947,4-5,4.0-4.4,4.4-4.5
1948,3-4,3.5-3.9,3.6-3.7
1949,3-4,3.5-3.9,3.6-3.7
1950,3-4,3.0-3.4,3.0-3.1
1951,4-5,4.0-4.4,4.2-4.3
1952,4-5,4.5-4.9,4.4-4.5
1953,1-2,1.5-1.9,1.8-1.9
1954,4-5,4.0-4.4,4.2-4.3
1955,4-5,4.5-4.9,4.4-4.5
1956,4-5,4.5-4.9,4.4-4.5
1957,2-3,2.5-2.9,2.6-2.7
1958,4-5,4.0-4.4,4.2-4.3
1959,4-5,4.5-4.9,4.4-4.5
1960,4-5,4.0-4.4,4.2-4.3
1961,3-4,3.5-3.9,3.8-3.9
1962,4-5,4.5-4.9,4.6-4.7
1963,4-5,4.0-4.4,4.4-4.5
1964,3-4,3.5-3.9,3.6-3.7
1965,4-5,4.0-4.4,4.2-4.3
1966,4-5,4.5-4.9,4.8-4.9
1967,4-5,4.0-4.4,4.0-4.1
1968,3-4,3.5-3.9,3.6-3.7
1969,4-5,4.5-5.0,4.8-5.0
1970,4-5,4.0-4.4,4.0-4.1
1971,3-4,3.5-3.9,3.4-3.5
1972,4-5,4.0-4.4,4.2-4.3
1973,4-5,4.0-4.4,4.0-4.1
1974,4-5,4.0-4.4,4.2-4.3
1975,3-4,3.0-3.4,3.2-3.3
1976,4-5,4.0-4.4,4.2-4.3
1977,3-4,3.0-3.4,3.0-3.1
1978,4-5,4.5-4.9,4.4-4.5
1979,4-5,4.5-4.9,4.4-4.5
1980,4-5,4.0-4.4,4.2-4.3
1981,4-5,4.0-4.4,4.2-4.3
1982,4-5,4.0-4.4,4.4-4.5
1983,4-5,4.5-4.9,4.6-4.7
1984,4-5,4.0-4.4,4.0-4.1
1985,3-4,3.5-3.9,3.8-3.9
1986,4-5,4.0-4.4,4.4-4.5
1987,4-5,4.0-4.4,4.4-4.5
1988,3-4,3.0-3.4,3.2-3.3
1989,4-5,4.5-4.9,4.4-4.5
1990,4-5,4.5-4.9,4.4-4.5
1991,4-5,4.5-4.9,4.4-4.5
1992,4-5,4.0-4.4,4.2-4.3
1993,4-5,4.5-4.9,4.4-4.5
1994,4-5,4.0-4.4,4.2-4.3
1995,4-5,4.5-4.9,4.6-4.7
1996,4-5,4.5-4.9,4.4-4.5
1997,4-5,4.5-4.9,4.4-4.5
1998,3-4,3.5-3.9,3.6-3.7
1999,4-5,4.0-4.4,4.2-4.3
2000,4-5,4.5-4.9,4.4-4.5
2001,4-5,4.0-4.4,4.4-4.5
2002,4-5,4.0-4.4,4.0-4.1
2003,4-5,4.0-4.4,4.2-4.3
2004,4-5,4.0-4.4,4.4-4.5
2005,4-5,4.0-4.4,4.2-4.3
2006,4-5,4.0-4.4,4.4-4.5
2007,3-4,3.5-3.9,3.6-3.7
2008,3-4,3.5-3.9,3.6-3.7
2009,4-5,4.0-4.4,4.4-4.5
2010,4-5,4.5-4.9,4.8-4.9
2011,4-5,4.5-4.9,4.4-4.5
2012,4-5,4.5-4.9,4.4-4.5
2013,4-5,4.0-4.4,4.4-4.5
2014,4-5,4.5-4.9,4.4-4.5
2015,4-5,4.0-4.4,4.0-4.1
2016,4-5,4.0-4.4,4.4-4.5
2017,4-5,4.5-4.9,4.6-4.7
2018,4-5,4.5-4.9,4.4-4.5
2019,4-5,4.0-4.4,4.0-4.1
2020,4-5,4.0-4.4,4.4-4.5
2021,4-5,4.0-4.4,4.0-4.1
2022,4-5,4.5-4.9,4.4-4.5
2023,4-5,4.5-4.9,4.4-4.5
2024,4-5,4.0-4.4,4.0-4.1
2025,4-5,4.0-4.4,4.4-4.5
2026,4-5,4.0-4.4,4.2-4.3
2027,4-5,4.0-4.4,4.2-4.3
2028,4-5,4.0-4.4,4.0-4.1
2029,4-5,4.0-4.4,4.2-4.3
2030,4-5,4.0-4.4,4.2-4.3
2031,4-5,4.5-4.9,4.4-4.5
2032,3-4,3.5-3.9,3.6-3.7
2033,4-5,4.5-4.9,4.4-4.5
2034,4-5,4.0-4.4,4.4-4.5
2035,4-5,4.5-4.9,4.4-4.5
2036,4-5,4.5-4.9,4.4-4.5
2037,4-5,4.0-4.4,4.0-4.1
2038,4-5,4.0-4.4,4.0-4.1
2039,4-5,4.0-4.4,4.4-4.5
2040,3-4,3.5-3.9,3.8-3.9
2041,3-4,3.5-3.9,3.6-3.7
2042,4-5,4.0-4.4,4.2-4.3
2043,4-5,4.0-4.4,4.2-4.3
2044,4-5,4.0-4.4,4.2-4.3
2045,4-5,4.0-4.4,4.0-4.1
2046,4-5,4.0-4.4,4.0-4.1
2047,4-5,4.5-4.9,4.4-4.5
2048,4-5,4.0-4.4,4.2-4.3
2049,4-5,4.5-4.9,4.4-4.5
2050,4-5,4.0-4.4,4.2-4.3
2051,4-5,4.5-4.9,4.4-4.5
2052,4-5,4.0-4.4,4.4-4.5
2053,4-5,4.0-4.4,4.0-4.1
2054,4-5,4.0-4.4,4.2-4.3
2055,4-5,4.0-4.4,4.2-4.3
2056,4-5,4.0-4.4,4.2-4.3
2057,4-5,4.5-4.9,4.4-4.5
2058,4-5,4.5-4.9,4.4-4.5
2059,4-5,4.0-4.4,4.2-4.3
2060,4-5,4.0-4.4,4.2-4.3
2061,4-5,4.0-4.4,4.4-4.5
2062,4-5,4.5-4.9,4.4-4.5
2063,3-4,3.5-3.9,3.6-3.7
2064,2-3,2.5-2.9,2.6-2.7
2065,4-5,4.0-4.4,4.2-4.3
2066,4-5,4.0-4.4,4.0-4.1
2067,4-5,4.0-4.4,4.0-4.1
2068,4-5,4.0-4.4,4.4-4.5
2069,4-5,4.0-4.4,4.2-4.3
2070,4-5,4.5-5.0,4.8-5.0
2071,4-5,4.0-4.4,4.4-4.5
2072,4-5,4.0-4.4,4.2-4.3
2073,4-5,4.0-4.4,4.2-4.3
2074,4-5,4.0-4.4,4.2-4.3
2075,4-5,4.5-4.9,4.4-4.5
2076,4-5,4.0-4.4,4.2-4.3
2077,4-5,4.5-4.9,4.6-4.7
2078,3-4,3.5-3.9,3.8-3.9
2079,4-5,4.0-4.4,4.0-4.1
2080,4-5,4.0-4.4,4.2-4.3
2081,4-5,4.0-4.4,4.4-4.5
2082,4-5,4.5-4.9,4.4-4.5
2083,4-5,4.0-4.4,4.4-4.5
2084,4-5,4.5-5.0,4.8-5.0
2085,4-5,4.0-4.4,4.4-4.5
2086,4-5,4.5-4.9,4.6-4.7
2087,4-5,4.5-4.9,4.4-4.5
2088,4-5,4.0-4.4,4.4-4.5
2089,4-5,4.5-4.9,4.4-4.5
2090,4-5,4.0-4.4,4.2-4.3
2091,4-5,4.0-4.4,4.0-4.1
2092,4-5,4.5-4.9,4.4-4.5
2093,4-5,4.0-4.4,4.2-4.3
2094,4-5,4.5-4.9,4.4-4.5
2095,4-5,4.0-4.4,4.2-4.3
2096,4-5,4.5-4.9,4.4-4.5
2097,4-5,4.0-4.4,4.4-4.5
2098,4-5,4.0-4.4,4.2-4.3
2099,3-4,3.5-3.9,3.6-3.7
2100,3-4,3.0-3.4,3.0-3.1
2101,3-4,3.0-3.4,3.2-3.3
2102,4-5,4.0-4.4,4.2-4.3
2103,4-5,4.0-4.4,4.0-4.1
2104,4-5,4.5-4.9,4.6-4.7
2105,4-5,4.0-4.4,4.0-4.1
2106,4-5,4.5-5.0,4.8-5.0
2107,4-5,4.0-4.4,4.4-4.5
2108,4-5,4.0-4.4,4.2-4.3
2109,4-5,4.0-4.4,4.2-4.3
2110,4-5,4.0-4.4,4.2-4.3
2111,4-5,4.0-4.4,4.2-4.3
2112,4-5,4.5-4.9,4.4-4.5
2113,4-5,4.0-4.4,4.4-4.5
2114,4-5,4.5-4.9,4.4-4.5
2115,4-5,4.0-4.4,4.2-4.3
2116,4-5,4.0-4.4,4.4-4.5
2117,4-5,4.0-4.4,4.2-4.3
2118,4-5,4.5-4.9,4.6-4.7
2119,4-5,4.5-4.9,4.4-4.5
2120,4-5,4.0-4.4,4.2-4.3
2121,4-5,4.5-4.9,4.6-4.7
2122,4-5,4.0-4.4,4.2-4.3
2123,4-5,4.0-4.4,4.2-4.3
2124,4-5,4.0-4.4,4.2-4.3
2125,4-5,4.0-4.4,4.2-4.3
2126,3-4,3.5-3.9,3.4-3.5
2127,4-5,4.5-4.9,4.4-4.5
2128,4-5,4.0-4.4,4.2-4.3
2129,4-5,4.0-4.4,4.4-4.5
2130,4-5,4.0-4.4,4.0-4.1
2131,3-4,3.5-3.9,3.6-3.7
2132,4-5,4.0-4.4,4.2-4.3
2133,4-5,4.0-4.4,4.4-4.5
2134,4-5,4.0-4.4,4.2-4.3
2135,3-4,3.5-3.9,3.6-3.7
2136,4-5,4.5-4.9,4.8-4.9
2137,3-4,3.5-3.9,3.6-3.7
2138,4-5,4.0-4.4,4.0-4.1
2139,4-5,4.5-4.9,4.4-4.5
2140,4-5,4.0-4.4,4.0-4.1
2141,4-5,4.0-4.4,4.0-4.1
2142,4-5,4.0-4.4,4.4-4.5
2143,4-5,4.0-4.4,4.2-4.3
2144,4-5,4.5-4.9,4.6-4.7
2145,4-5,4.5-4.9,4.4-4.5
2146,4-5,4.0-4.4,4.2-4.3
2147,4-5,4.0-4.4,4.4-4.5
2148,3-4,3.5-3.9,3.6-3.7
2149,4-5,4.0-4.4,4.0-4.1
2150,3-4,3.0-3.4,3.2-3.3
2151,4-5,4.5-4.9,4.4-4.5
2152,4-5,4.0-4.4,4.2-4.3
2153,2-3,2.0-2.4,2.0-2.1
2154,3-4,3.5-3.9,3.4-3.5
2155,4-5,4.5-4.9,4.6-4.7
2156,4-5,4.5-4.9,4.4-4.5
2157,3-4,3.5-3.9,3.6-3.7
2158,4-5,4.5-4.9,4.4-4.5
2159,4-5,4.5-4.9,4.4-4.5
2160,4-5,4.5-4.9,4.6-4.7
2161,4-5,4.0-4.4,4.2-4.3
2162,4-5,4.5-4.9,4.6-4.7
2163,4-5,4.5-4.9,4.4-4.5
2164,4-5,4.0-4.4,4.2-4.3
2165,4-5,4.0-4.4,4.4-4.5
2166,4-5,4.0-4.4,4.2-4.3
2167,3-4,3.5-3.9,3.8-3.9
2168,4-5,4.5-4.9,4.6-4.7
2169,4-5,4.5-4.9,4.4-4.5
2170,3-4,3.5-3.9,3.6-3.7
2171,3-4,3.0-3.4,3.2-3.3
2172,4-5,4.0-4.4,4.4-4.5
2173,4-5,4.0-4.4,4.0-4.1
2174,4-5,4.5-4.9,4.4-4.5
2175,4-5,4.0-4.4,4.2-4.3
2176,4-5,4.5-4.9,4.4-4.5
2177,4-5,4.5-4.9,4.4-4.5
2178,4-5,4.0-4.4,4.2-4.3
2179,4-5,4.5-4.9,4.4-4.5
2180,3-4,3.5-3.9,3.6-3.7
2181,4-5,4.0-4.4,4.0-4.1
2182,4-5,4.5-4.9,4.4-4.5
2183,4-5,4.0-4.4,4.4-4.5
2184,4-5,4.0-4.4,4.0-4.1
2185,4-5,4.5-4.9,4.4-4.5
2186,4-5,4.0-4.4,4.4-4.5
2187,4-5,4.0-4.4,4.0-4.1
2188,4-5,4.5-4.9,4.4-4.5
2189,4-5,4.5-4.9,4.8-4.9
2190,3-4,3.5-3.9,3.6-3.7
2191,4-5,4.0-4.4,4.2-4.3
2192,4-5,4.0-4.4,4.0-4.1
2193,4-5,4.5-4.9,4.4-4.5
2194,4-5,4.5-4.9,4.6-4.7
2195,4-5,4.0-4.4,4.0-4.1
2196,4-5,4.0-4.4,4.0-4.1
2197,4-5,4.5-4.9,4.4-4.5
2198,4-5,4.5-4.9,4.4-4.5
2199,3-4,3.0-3.4,3.2-3.3
2200,3-4,3.5-3.9,3.8-3.9
2201,4-5,4.0-4.4,4.2-4.3
2202,3-4,3.0-3.4,3.2-3.3
2203,4-5,4.0-4.4,4.4-4.5
2204,4-5,4.0-4.4,4.2-4.3
2205,4-5,4.5-4.9,4.4-4.5
2206,4-5,4.5-4.9,4.4-4.5
2207,3-4,3.5-3.9,3.8-3.9
2208,4-5,4.0-4.4,4.0-4.1
2209,4-5,4.5-4.9,4.4-4.5
2210,3-4,3.5-3.9,3.6-3.7
2211,4-5,4.0-4.4,4.2-4.3
2212,4-5,4.0-4.4,4.4-4.5
2213,4-5,4.0-4.4,4.0-4.1
2214,4-5,4.5-4.9,4.6-4.7
2215,4-5,4.5-4.9,4.4-4.5
2216,4-5,4.5-4.9,4.4-4.5
2217,4-5,4.5-4.9,4.4-4.5
2218,4-5,4.0-4.4,4.0-4.1
2219,4-5,4.0-4.4,4.0-4.1
2220,4-5,4.0-4.4,4.4-4.5
2221,3-4,3.5-3.9,3.4-3.5
2222,4-5,4.0-4.4,4.2-4.3
2223,4-5,4.0-4.4,4.4-4.5
2224,4-5,4.0-4.4,4.2-4.3
2225,4-5,4.0-4.4,4.2-4.3
2226,4-5,4.0-4.4,4.2-4.3
2227,4-5,4.5-4.9,4.4-4.5
2228,4-5,4.5-4.9,4.4-4.5
2229,4-5,4.0-4.4,4.4-4.5
2230,4-5,4.5-4.9,4.8-4.9
2231,4-5,4.0-4.4,4.2-4.3
2232,3-4,3.5-3.9,3.8-3.9
2233,4-5,4.5-4.9,4.4-4.5
2234,4-5,4.0-4.4,4.0-4.1
2235,4-5,4.0-4.4,4.2-4.3
2236,4-5,4.0-4.4,4.0-4.1
2237,4-5,4.0-4.4,4.4-4.5
2238,4-5,4.0-4.4,4.2-4.3
2239,4-5,4.0-4.4,4.2-4.3
2240,4-5,4.5-4.9,4.4-4.5
2241,4-5,4.5-4.9,4.4-4.5
2242,4-5,4.5-4.9,4.4-4.5
2243,4-5,4.5-4.9,4.4-4.5
2244,4-5,4.0-4.4,4.2-4.3
2245,3-4,3.5-3.9,3.8-3.9
2246,4-5,4.5-4.9,4.6-4.7
2247,4-5,4.5-4.9,4.4-4.5
2248,3-4,3.0-3.4,3.0-3.1
2249,4-5,4.5-4.9,4.4-4.5
2250,4-5,4.5-4.9,4.4-4.5
2251,4-5,4.5-4.9,4.6-4.7
2252,3-4,3.5-3.9,3.6-3.7
2253,4-5,4.5-4.9,4.4-4.5
2254,4-5,4.0-4.4,4.2-4.3
2255,4-5,4.5-4.9,4.4-4.5
2256,4-5,4.0-4.4,4.0-4.1
2257,4-5,4.0-4.4,4.4-4.5
2258,4-5,4.0-4.4,4.0-4.1
2259,4-5,4.5-4.9,4.4-4.5
2260,4-5,4.0-4.4,4.4-4.5
2261,4-5,4.0-4.4,4.0-4.1
2262,4-5,4.5-4.9,4.4-4.5
2263,4-5,4.5-4.9,4.6-4.7
2264,4-5,4.0-4.4,4.2-4.3
2265,4-5,4.0-4.4,4.0-4.1
2266,4-5,4.5-4.9,4.8-4.9
2267,3-4,3.5-3.9,3.6-3.7
2268,4-5,4.0-4.4,4.4-4.5
2269,4-5,4.5-4.9,4.4-4.5
2270,4-5,4.5-4.9,4.4-4.5
2271,4-5,4.5-4.9,4.4-4.5
2272,4-5,4.5-4.9,4.6-4.7
2273,3-4,3.5-3.9,3.6-3.7
2274,4-5,4.0-4.4,4.0-4.1
2275,4-5,4.0-4.4,4.2-4.3
2276,4-5,4.0-4.4,4.0-4.1
2277,4-5,4.5-5.0,4.8-5.0
2278,4-5,4.5-4.9,4.4-4.5
2279,4-5,4.0-4.4,4.2-4.3
2280,4-5,4.5-4.9,4.4-4.5
2281,4-5,4.0-4.4,4.0-4.1
2282,4-5,4.0-4.4,4.4-4.5
2283,4-5,4.0-4.4,4.2-4.3
2284,4-5,4.0-4.4,4.2-4.3
2285,3-4,3.5-3.9,3.6-3.7
2286,4-5,4.0-4.4,4.0-4.1
2287,3-4,3.5-3.9,3.6-3.7
2288,4-5,4.5-4.9,4.6-4.7
2289,4-5,4.5-4.9,4.4-4.5
2290,3-4,3.5-3.9,3.6-3.7
2291,4-5,4.0-4.4,4.2-4.3
2292,3-4,3.5-3.9,3.6-3.7
2293,4-5,4.0-4.4,4.2-4.3
2294,4-5,4.5-4.9,4.4-4.5
2295,4-5,4.0-4.4,4.0-4.1
2296,4-5,4.5-4.9,4.6-4.7
2297,4-5,4.0-4.4,4.2-4.3
2298,4-5,4.5-4.9,4.4-4.5
2299,3-4,3.5-3.9,3.8-3.9
2300,3-4,3.5-3.9,3.8-3.9
2301,3-4,3.5-3.9,3.6-3.7
2302,4-5,4.0-4.4,4.2-4.3
2303,4-5,4.5-4.9,4.4-4.5
2304,4-5,4.5-4.9,4.4-4.5
2305,4-5,4.5-4.9,4.4-4.5
2306,4-5,4.5-4.9,4.6-4.7
2307,4-5,4.0-4.4,4.2-4.3
2308,4-5,4.0-4.4,4.4-4.5
2309,4-5,4.0-4.4,4.2-4.3
2310,4-5,4.0-4.4,4.2-4.3
2311,4-5,4.5-4.9,4.6-4.7
2312,4-5,4.5-4.9,4.4-4.5
2313,4-5,4.0-4.4,4.2-4.3
2314,4-5,4.0-4.4,4.4-4.5
2315,4-5,4.5-4.9,4.4-4.5
2316,4-5,4.5-4.9,4.6-4.7
2317,4-5,4.0-4.4,4.2-4.3
2318,3-4,3.0-3.4,3.0-3.1
2319,4-5,4.0-4.4,4.2-4.3
2320,4-5,4.0-4.4,4.2-4.3
2321,4-5,4.5-4.9,4.4-4.5
2322,4-5,4.0-4.4,4.0-4.1
2323,4-5,4.0-4.4,4.0-4.1
2324,3-4,3.5-3.9,3.8-3.9
2325,4-5,4.5-5.0,4.8-5.0
2326,4-5,4.5-4.9,4.4-4.5
2327,4-5,4.0-4.4,4.2-4.3
2328,4-5,4.0-4.4,4.0-4.1
2329,4-5,4.0-4.4,4.4-4.5
2330,3-4,3.5-3.9,3.8-3.9
2331,4-5,4.0-4.4,4.2-4.3
2332,3-4,3.0-3.4,3.2-3.3
2333,3-4,3.5-3.9,3.6-3.7
2334,4-5,4.5-4.9,4.4-4.5
2335,4-5,4.5-4.9,4.4-4.5
2336,4-5,4.0-4.4,4.2-4.3
2337,4-5,4.0-4.4,4.4-4.5
2338,4-5,4.0-4.4,4.2-4.3
2339,3-4,3.0-3.4,3.2-3.3
2340,4-5,4.0-4.4,4.2-4.3
2341,3-4,3.5-3.9,3.6-3.7
2342,4-5,4.0-4.4,4.2-4.3
2343,4-5,4.5-4.9,4.4-4.5
2344,4-5,4.0-4.4,4.4-4.5
2345,4-5,4.5-4.9,4.4-4.5
2346,4-5,4.0-4.4,4.0-4.1
2347,3-4,3.5-3.9,3.6-3.7
2348,4-5,4.0-4.4,4.4-4.5
2349,3-4,3.0-3.4,3.2-3.3
2350,3-4,3.0-3.4,3.0-3.1
2351,4-5,4.0-4.4,4.4-4.5
2352,4-5,4.0-4.4,4.4-4.5
2353,4-5,4.0-4.4,4.2-4.3
2354,4-5,4.5-4.9,4.4-4.5
2355,3-4,3.5-3.9,3.6-3.7
2356,4-5,4.0-4.4,4.2-4.3
2357,4-5,4.0-4.4,4.2-4.3
2358,4-5,4.5-4.9,4.4-4.5
2359,3-4,3.5-3.9,3.6-3.7
2360,4-5,4.5-4.9,4.4-4.5
2361,2-3,2.0-2.4,2.2-2.3
2362,4-5,4.0-4.4,4.2-4.3
2363,3-4,3.5-3.9,3.8-3.9
2364,3-4,3.0-3.4,3.0-3.1
2365,4-5,4.0-4.4,4.2-4.3
2366,4-5,4.0-4.4,4.2-4.3
2367,4-5,4.5-4.9,4.4-4.5
2368,4-5,4.0-4.4,4.0-4.1
2369,4-5,4.5-4.9,4.6-4.7
2370,4-5,4.5-4.9,4.4-4.5
2371,3-4,3.0-3.4,3.2-3.3
2372,4-5,4.0-4.4,4.2-4.3
2373,3-4,3.5-3.9,3.6-3.7
2374,4-5,4.0-4.4,4.4-4.5
2375,4-5,4.0-4.4,4.2-4.3
2376,3-4,3.0-3.4,3.2-3.3
2377,4-5,4.0-4.4,4.0-4.1
2378,2-3,2.5-2.9,2.6-2.7
2379,4-5,4.0-4.4,4.0-4.1
2380,3-4,3.5-3.9,3.6-3.7
2381,4-5,4.5-4.9,4.4-4.5
2382,4-5,4.0-4.4,4.0-4.1
2383,4-5,4.0-4.4,4.2-4.3
2384,4-5,4.0-4.4,4.2-4.3
2385,4-5,4.5-4.9,4.4-4.5
2386,3-4,3.5-3.9,3.6-3.7
2387,3-4,3.5-3.9,3.4-3.5
2388,4-5,4.0-4.4,4.4-4.5
2389,4-5,4.0-4.4,4.2-4.3
2390,4-5,4.0-4.4,4.4-4.5
2391,4-5,4.0-4.4,4.4-4.5
2392,4-5,4.5-4.9,4.4-4.5
2393,3-4,3.5-3.9,3.6-3.7
2394,4-5,4.0-4.4,4.2-4.3
2395,4-5,4.0-4.4,4.0-4.1
2396,4-5,4.5-4.9,4.6-4.7
2397,4-5,4.0-4.4,4.4-4.5
2398,4-5,4.5-4.9,4.6-4.7
2399,4-5,4.0-4.4,4.2-4.3
2400,3-4,3.5-3.9,3.8-3.9
2401,4-5,4.0-4.4,4.4-4.5
2402,4-5,4.5-4.9,4.8-4.9
2403,4-5,4.5-4.9,4.4-4.5
2404,4-5,4.5-4.9,4.4-4.5
2405,4-5,4.0-4.4,4.0-4.1
2406,4-5,4.5-4.9,4.4-4.5
2407,3-4,3.5-3.9,3.6-3.7
2408,4-5,4.0-4.4,4.0-4.1
2409,4-5,4.0-4.4,4.4-4.5
2410,4-5,4.5-5.0,4.8-5.0
2411,4-5,4.5-4.9,4.4-4.5
2412,3-4,3.5-3.9,3.8-3.9
2413,3-4,3.0-3.4,3.0-3.1
2414,4-5,4.5-4.9,4.4-4.5
2415,4-5,4.0-4.4,4.2-4.3
2416,4-5,4.5-4.9,4.4-4.5
2417,4-5,4.5-4.9,4.6-4.7
2418,4-5,4.0-4.4,4.4-4.5
2419,4-5,4.0-4.4,4.0-4.1
2420,4-5,4.5-4.9,4.6-4.7
2421,4-5,4.5-4.9,4.6-4.7
2422,4-5,4.5-4.9,4.4-4.5
2423,4-5,4.5-4.9,4.6-4.7
2424,2-3,2.5-2.9,2.8-2.9
2425,4-5,4.5-4.9,4.4-4.5
2426,4-5,4.0-4.4,4.2-4.3
2427,4-5,4.0-4.4,4.0-4.1
2428,4-5,4.0-4.4,4.4-4.5
2429,4-5,4.0-4.4,4.0-4.1
2430,3-4,3.5-3.9,3.6-3.7
2431,4-5,4.0-4.4,4.4-4.5
2432,4-5,4.0-4.4,4.4-4.5
2433,4-5,4.5-4.9,4.6-4.7
2434,3-4,3.5-3.9,3.8-3.9
2435,1-2,1.5-1.9,1.6-1.7
2436,3-4,3.0-3.4,3.2-3.3
2437,4-5,4.0-4.4,4.0-4.1
2438,4-5,4.5-4.9,4.4-4.5
2439,3-4,3.5-3.9,3.8-3.9
2440,4-5,4.5-4.9,4.8-4.9
2441,4-5,4.0-4.4,4.0-4.1
2442,4-5,4.0-4.4,4.4-4.5
2443,1-2,1.5-1.9,1.4-1.5
2444,4-5,4.0-4.4,4.4-4.5
2445,4-5,4.0-4.4,4.4-4.5
2446,4-5,4.0-4.4,4.2-4.3
2447,4-5,4.0-4.4,4.2-4.3
2448,4-5,4.0-4.4,4.4-4.5
2449,4-5,4.0-4.4,4.2-4.3
2450,3-4,3.5-3.9,3.6-3.7
2451,2-3,2.0-2.4,2.2-2.3
2452,4-5,4.0-4.4,4.2-4.3
2453,4-5,4.5-4.9,4.6-4.7
2454,4-5,4.0-4.4,4.4-4.5
2455,4-5,4.5-4.9,4.4-4.5
2456,4-5,4.0-4.4,4.4-4.5
2457,4-5,4.0-4.4,4.0-4.1
2458,3-4,3.0-3.4,3.0-3.1
2459,4-5,4.0-4.4,4.2-4.3
2460,4-5,4.5-4.9,4.6-4.7
2461,4-5,4.5-4.9,4.4-4.5
2462,3-4,3.5-3.9,3.6-3.7
2463,4-5,4.5-5.0,4.8-5.0
2464,4-5,4.0-4.4,4.2-4.3
2465,4-5,4.0-4.4,4.2-4.3
2466,4-5,4.5-4.9,4.4-4.5
2467,4-5,4.0-4.4,4.0-4.1
2468,4-5,4.5-4.9,4.4-4.5
2469,4-5,4.5-4.9,4.8-4.9
2470,4-5,4.0-4.4,4.2-4.3
2471,4-5,4.0-4.4,4.4-4.5
2472,4-5,4.0-4.4,4.2-4.3
2473,4-5,4.0-4.4,4.2-4.3
2474,4-5,4.5-4.9,4.4-4.5
